origin,destination,number of trips,CO2 in grams
"ober-flörsheim,55234","zirchow,ostvorpommern",1,166228
"oberaula,36280","laboe,plön",1,106461
"oberfell,56332","ingersheim,stuttgart",1,51025
"obergurig,2692","wildenthal,chemnitz",1,39093
"oberhausen,46047","tossens,wesermarsch",1,67024
"oberhausen,46049","ramsbeck,arnsberg",1,29540
"oberhausen,46049","wyk auf föhr,nordfriesland",1,100460
"oberhausen,46117","dreislar,arnsberg",1,34694
"oberhausen,46119","fehmarnsund,ostholstein",1,114480
"oberhausen,46119","priwall peninsula,lübeck",1,101799
"oberhausen,46119","zirkow,rügen",1,146403
"oberhausen,46147","olpenitzdorf,schleswig-flensburg",1,108651
"oberkrämer,16727","jordanshöhe,goslar",1,55589
"obermaßfeld-grimmenthal,98617","fuchshain,leipzig",1,45066
"obernaundorf,1734","finsterbergen,gotha",1,57703
"obernberg am inn,4982","stamsried,upper palatinate",1,32238
"oberreichenbach,75394","pleystein,upper palatinate",1,77695
"oberreichenbach,75394","taufkirchen,lower bavaria",1,80101
"oberstadion,89613","ulm,tübingen",1,8653
"oberstenfeld,71720","priwall peninsula,lübeck",1,149031
"oberstenfeld,71720","willsbach,stuttgart",1,3371
"obertshausen,63179","feichten,upper bavaria",1,93753
"obertshausen,63179","mitte,cologne",1,1504349
"ochtrup,48607","medebach,arnsberg",1,40831
"odenthal,51519","kirchhof,kassel",1,44266
"odenthal,51519","priwall peninsula,lübeck",1,109926
"oelde,59302","niendorf/ostsee,ostholstein",1,80528
"oelde,59302","sahlenburg,cuxhaven",1,61707
"oer-erkenschwick,45739","kappeln,schleswig-flensburg",1,101515
"oer-erkenschwick,45739","unterlehen,freiburg",1,115300
"oering,23845","lenzkirch,freiburg",1,180608
"oestrich-winkel,65375","glowe,rügen",1,167078
"oettelin,18246","treptow-köpenick,treptow-köpenick",1,51057
"offenbach,63071","priwall peninsula,lübeck",1,120903
"offenbach,63075","olpenitzdorf,schleswig-flensburg",1,136627
"offenbach am main,63069","bad marienberg,westerwaldkreis",1,23026
"offenburg,77654","bayerbach,lower bavaria",1,101641
"ohrdruf,99885","lubmin,ostvorpommern",1,111199
"oldenburg,26122","wesenberg,mecklenburgische seenplatte",1,84781
"oldenburg,26127","priwall peninsula,lübeck",1,52684
"oldenburg,26133","kappeln,schleswig-flensburg",1,55048
"oldenburg,26133","nuttel,ammerland",1,4449
"oldenburg,26133","westerstede,ammerland",1,6925
"oldenburg,26135","boltenhagen,nordwestmecklenburg",1,58110
"oldenburg,26135","mitte-süd,bremerhaven",1,13784
"oldenburg,26135","vieregge,rügen",1,98714
"olfen,59399","bensersiel,wittmund",1,58546
"olpe,57462","münster,münster",1,27512
"olpe,57462","norddeich,aurich",1,77408
"olpe,57462","sankt peter-ording,nordfriesland",1,97661
"oranienburg,16515","kappeln,schleswig-flensburg",1,83013
"oranienburg,16515","seebad heringsdorf,ostvorpommern",1,38685
"oranienburg,16515","trassenheide,ostvorpommern",1,40840
"oranienburg,16515","zingst,nordvorpommern",1,51631
"oranienburg,16515 oranienburg","trassenheide,ostvorpommern",1,40840
"ortenberg,77799","sankt peter-ording,nordfriesland",1,174311
"oschersleben,39387","eiserfey,cologne",1,95228
"oschersleben,39387","güntersberge,harz",1,11925
"oschersleben,39387","kühlungsborn ost,rostock",1,64081
"osnabrück,49076","kappeln,schleswig-flensburg",1,78414
"osnabrück,49078","rückeberg,schleswig-flensburg",1,78864
"osnabrück,49080","quedlinburg,harz",1,58529
"osnabrück,49082","sankt peter-ording,nordfriesland",1,62211
"osnabrück,49084","wernigerode,harz",1,50939
"osnabrück,49090","bartolfelde,landkreis osterode am harz",1,49326
"osnanrück,49078","westerland,nordfriesland",1,78985
"osterholz - scharmbeck,27711","prora,rügen",1,91548
"osterholz-scharmbeck,27711","gehrden,detmold",1,48304
"osterholz-scharmbeck,27711","malchow,müritz",1,65505
"osterode,37520","hooksiel,friesland",1,69203
"osterode am harz,37520","vieregge,rügen",1,100779
"ottenhofen,85570","karlstadt am main,lower franconia",1,66344
"otterndorf,21762","sahlenburg,cuxhaven",1,5218
"overath,51491","harscheid,ahrweiler",1,16247
"overath,51491","olpenitzdorf,schleswig-flensburg",1,120737
"oyten,28876","duhnen,cuxhaven",1,24910
"oyten,28876","priwall peninsula,lübeck",1,41359
"oyten,28876","winterberg,arnsberg",1,56803
"paderborn,33098","dornumersiel,aurich",1,62765
"paderborn,33098","kappeln,schleswig-flensburg",1,89999
"paderborn,33098","parow,nordvorpommern",1,110245
"paderborn,33100","vieregge,rügen",1,116352
"paderborn,33102","olpenitzdorf,schleswig-flensburg",1,89877
"paderborn,33102","sankt peter-ording,nordfriesland",1,76404
"paderborn,33104","werdum,wittmund",1,58975
"paderborn,33106","kappeln,schleswig-flensburg",1,90282
"pahlen,25794","kappeln,schleswig-flensburg",1,15839
"panketal,16341","cranzahl,chemnitz",1,64013
"panketal,16341","kölpinsee,ostvorpommern",1,42371
"panketal,16341","rittersgrün,chemnitz",1,65813
"panketal,16341","vieregge,rügen",1,57239
"panketal,16341","wustrow,nordvorpommern",1,54549
"parchim,19370","priwall peninsula,lübeck",1,23362
"parkstein,92711","lechbruck,swabia",1,65239
"parsau,38470","dänschendorf,ostholstein",1,58385
"parthenstein,4668","schlettau,chemnitz",1,21193
"pasewalk,17309","boltenhagen,nordwestmecklenburg",1,51059
"pausa,7952","fischen,swabia",1,98905
"peine,31228","niendorf/ostsee,ostholstein",1,50316
"peine,31228","norddeich,aurich",1,66105
"perl,66706","besch,merzig-wadern",1,973
"perleberg,19348","ahlbeck,ostvorpommern",1,46823
"perleberg,19348","nienhagen,rostock",1,31029
"petersberg,6193","wangen,freiburg",1,130482
"petersberg,36100","reimboldshausen,kassel",1,8464
"petersdorf,15526","groß nemerow,mecklenburgische seenplatte",1,37563
"petershagen,32469","olpenitzdorf,schleswig-flensburg",1,70124
"peterswald-löffelscheid,56858","hambach,neustadt",1,25406
"pforzheim,75181","kappeln,schleswig-flensburg",1,173721
"pinneberg,25421","altenau,goslar",1,56049
"pinneberg,25421","karwe,ostprignitz-ruppin",1,59515
"pinneberg,25421","kühlungsborn,rostock",1,37318
"pinneberg,25421","tarnewitz,nordwestmecklenburg",1,27208
"pinneberg,25421","tetenbüll,nordfriesland",1,26822
"pinnow,16278","peenemünde,ostvorpommern",1,32336
"pirna,1796","viereth,upper franconia",1,67738
"plauen,8523","zingst,nordvorpommern",1,117424
"plauen,8525","juliusruh,rügen",1,124199
"plauen,8527","sobrigau,dresden government region",1,34241
"plettenberg,58840","schillig,friesland",1,73746
"plettenberg,58840","stadtlohn,münster",1,28815
"plochingen,73207","gilgenhöfe,upper bavaria",1,52424
"pogeez,23911","dagebüll,nordfriesland",1,45589
"pohlheim,35415","dümmer,ludwigslust-parchim",1,101622
"pohlheim,35415","olpenitzdorf,schleswig-flensburg",1,125572
"pollenfeld,85131","oberzent,darmstadt",1,47021
"poppenhausen,97490","kühlungsborn-west,rostock",1,123656
"porta westfalica,32457","kappeln,schleswig-flensburg",1,74359
"potsdam,14467","alt travemünde - rönnau,lübeck",1,60804
"potsdam,14467","glowe,rügen",1,64837
"potsdam,14469","bärenfels,dresden government region",1,49970
"potsdam,14469","ostseebad,rügen",1,58620
"potsdam,14469","treptow-köpenick,treptow-köpenick",1,10683
"potsdam,14469","wannsee,steglitz-zehlendorf",1,2146
"potsdam,14471","friedrichskoog,dithmarschen",1,87776
"potsdam,14473","dagebüll,nordfriesland",1,103803
"potsdam,14476","glowe,rügen",1,62918
"potsdam,14480","bad saarow,oder-spree",1,17099
"potsdam,14482","hohenkirchen,nordwestmecklenburg",1,55546
"pr. oldendorf,32361","harlesiel,wittmund",1,43533
"puchheim,82178","enzisweiler,swabia",1,37829
"puchheim,82178","kollnburg,lower bavaria",1,39715
"pößneck,7381","singen,freiburg",1,101794
"quedlinburg,6485","norden,aurich",1,90237
"quickborn,25451","priwall peninsula,lübeck",1,18334
"quierschied,66287","dittishausen,freiburg",1,49404
"quierschied,66287","schönwald im schwarzwald,freiburg",1,42644
"quierschied,66287","vorauf,upper bavaria",1,119431
"qukckborn,25451","grömitz,ostholstein",1,22354
"radbruch,21449","altenmedingen,uelzen",1,7680
"radeberg,1454","wichmannsdorf,nordwestmecklenburg",1,97842
"radebeul,1445","selchow,oder-spree",1,32957
"radebeul,1445","ummanz,rügen",1,99012
"radebeul,1445","zachenberg,lower bavaria",1,64843
"radevormwald,42477","born,detmold",1,35201
"radevormwald,42477","büsum,dithmarschen",1,90912
"radevormwald,42477","glowe,rügen",1,147906
"radevormwald,42477","sellin,rügen",1,147334
"radevormwamd,42477","sandbrink,diepholz",1,42843
"radibor,2627","königssee,upper bavaria",1,111545
"rastatt,76437","deggenhausertal,tübingen",1,40053
"rastatt,76437","hochhausen,stuttgart",1,36915
"rastede,26180","oeventrop,arnsberg",1,55474
"ratekau,23626","binz,rügen",1,51567
"ratekau,23626","heiligenhafen,ostholstein",1,13310
"rathenow,14712","graal-müritz,rostock",1,48789
"rathenow,14712","ühlingen-birkendorf,freiburg",1,163960
"ratingen,40878","haffkrug,ostholstein",1,107769
"ratingen,40878","munzingen,freiburg",1,99888
"ratingen,40880","göhren,rügen",1,153540
"ratingen,40880","wetterburg,kassel",1,41641
"ratingen,40882","cochem,cochem-zell",1,34591
"ratingen,40882","gelting,schleswig-flensburg",1,115359
"ratingen,40882","ulmen,cochem-zell",1,32314
"ratingen,40885","kappeln,schleswig-flensburg",1,112793
"recke,49509","gosdorf,ostholstein",1,80141
"recklinghausen,45659","priwall peninsula,lübeck",1,95434
"rees,46459","cappel,cuxhaven",1,69866
"rees,46459","juliusruh,rügen",1,150165
"regensburg,93049","gifhorn,gifhorn",1,106556
"regensburg,93049","vorderreckenberg,lower bavaria",1,21838
"regensburg,93051","luitpolderhöfe,upper bavaria",1,40479
"regensburg,93051","woppenrieth,upper palatinate",1,93798
"regensburg,93055","krakow am see,rostock",1,138239
"rehfelde,15345","bansin,ostvorpommern",1,42767
"reichenbach,8468","wachenheim,bad dürkheim",1,85996
"reichenberg,1468","dargersdorf,uckermark",1,1611498
"reichenberg,97234","dießen am ammersee,upper bavaria",1,57279
"reilingen,68799","battenhausen,kassel",1,52241
"reinardshagen,34359","rottweil,freiburg",1,100589
"reinbek,21465","kappeln,schleswig-flensburg",1,33553
"reinbek,21465","priwall peninsula,lübeck",1,16157
"reinbek,21465","wittdün,nordfriesland",1,45641
"reinbek,22465","wall,nordfriesland",1,41307
"reinfeld,23858","sankt peter-ording,nordfriesland",1,35012
"reinhardshagen,34359","olpenitzdorf,schleswig-flensburg",1,94446
"reinsbüttel,25764","buchenberg,swabia",1,194146
"reiskirchen,35447","klingenthal,chemnitz",1,68492
"reiskirchen,35447","röhrnbach,lower bavaria",1,105268
"reiskirchen,35447","teßmannsdorf,rostock",1,114106
"reken,48734","lehe,ammerland",1,47879
"reken,48734","wyk auf föhr,nordfriesland",1,89010
"rellingen,25462","ostseebad,rügen",1,70492
"rellingen,25462","sellin,rügen",1,70372
"remagen,53424","mitte-süd,bremerhaven",1,91316
"remagen,53424","ummanz,rügen",1,157187
"remlingen,38319","dagebüll,nordfriesland",1,85176
"remscheid,42897","sophienthal,westerwaldkreis",1,17593
"remscheid,42899","lenzkirch,freiburg",1,101063
"remseck,71686","greetsiel,aurich",1,143116
"remseck,71686","lubmin,ostvorpommern",1,175383
"rendsburg,24768","jordanshöhe,goslar",1,78363
"renkenberge,49762","blomberg,aurich",1,20070
"rethwisch,23847","benneckenstein,harz",1,63127
"reutlingen,72762","grunern,freiburg",1,34325
"reutlingen,72762","jechtingen,freiburg",1,33105
"rhauderfehn,26817","landschaftspolder,leer",1,5973
"rheda-wiedenbrück,33378","oberlahr,altenkirchen (westerwald)",1,38836
"rheda-wiedenbrück,33378","scharbeutz,ostholstein",1,78447
"rheda-wiedenbrück,33378","schönberger strand,plön",1,85341
"rhede,46414","blaustein,tübingen",1,118583
"rhede,46414","nordheim,stuttgart",1,93300
"rheinbach,53359","goldhausen,kassel",1,39755
"rheine,48429","fedderwardersiel,wesermarsch",1,41863
"rheine,48431","stinteck,dithmarschen",1,61399
"rheinsberg,16831","altefähr,rügen",1,36410
"rheinsetten,76287","barnekow,nordwestmecklenburg",1,156058
"rickling,24635","fuhlendorf,nordvorpommern",1,43733
"riedenburg,93339","poel,nordwestmecklenburg",1,150198
"riedern,63928","bürgstadt,lower franconia",1,2737
"riedern,63928","hambrunn,lower franconia",1,2872
"riedern,63928","waldbrunn,karlsruhe",1,8569
"riegelsberg,66292","briedel,cochem-zell",1,21618
"riesa,1589","wieck a. darß,nordvorpommern",1,92788
"rieste,49597","priwall peninsula,lübeck",1,67255
"rinteln,31737","großenbrode,ostholstein",1,74005
"rinteln,31737","schönhagen,rendsburg-eckernförde",1,74931
"rinteln,31737","thale,harz",1,37313
"risum-lindholm,25920","ehlbeck,lüneburg",1,54530
"rittersdorf,54636","reichenbach,freiburg",1,71753
"rockenberg,35519","jordanshöhe,goslar",1,50799
"rockenberg,35519","ummanz,rügen",1,143572
"rodewisch,8228","burhave,wesermarsch",1,116695
"rodgau,63110","berliner innenstadt,berliner innenstadt",1,112045
"rodgau,63110","lichtenberg,upper franconia",1,54035
"rodgau,63110","neßmersiel,aurich",1,112079
"roetgen,52159","ditzumerverlaat,leer",1,80003
"roggentin,18184","bad stuer,mecklenburgische seenplatte",1,20358
"roggentin,18184","stinteck,dithmarschen",1,58617
"ronnemberg,30952","hooksiel,friesland",1,49132
"ronnenberg,30952","jordanshöhe,goslar",1,23370
"ronnenberg,30952","neuharlingersiel,wittmund",1,54376
"rosengarten,21224","juliusruh,rügen",1,70565
"rosengarten,21224","zingst,nordvorpommern",1,57626
"rosenthal am rennsteig,7366","zingst,nordvorpommern",1,120834
"roskow,14778","kühlungsborn,rostock",1,52689
"rosswein,4741","ostseebad,rügen",1,98019
"rostock,18055","juliusruh,rügen",1,26258
"rostock,18055","krakow am see,rostock",1,13008
"rostock,18069","heringsdorf,ostvorpommern",1,36511
"rostock,18069","prohn,nordvorpommern",1,18304
"rostock,18069","sepel,plön",1,29667
"rostock,18109","wienrode,harz",1,73517
"rotenburg,36199","lindig,saale-holzland-kreis",1,35506
"rottenburg,72108","jemgum,leer",1,145546
"rottenburg,72108","priwall peninsula,lübeck",1,166876
"rottendorf,97228","neustadt am rennsteig,langer berg",1,29151
"rottweil,78628","markelfingen,freiburg",1,14365
"rumohr,24254","eichet,upper bavaria",1,196100
"ruppertsweiler,66957","niederkail,bernkastel-wittlich",1,29490
"rustow,17121","hohen wieschendorf,nordwestmecklenburg",1,30594
"rägelin,16818","alt travemünde - rönnau,lübeck",1,41302
"rägelin,16818","sankt peter-ording,nordfriesland",1,78929
"rödental,96472","edersee,kassel",1,45250
"röderland ot saathain,4932","quetzin,ludwigslust-parchim",1,64092
"rödinghausen,32289","greetsiel,aurich",1,45092
"rödinghausen,32289","schwittersum,aurich",1,45705
"rösrath,51503","tossens,wesermarsch",1,81551
"rösrath,51503","wetterburg,kassel",1,37568
"rüdesheim am rhein,65385","inzell,upper bavaria",1,116151
"rühen,38471","kühlungsborn ost,rostock",1,51668
"rüsselsheim,65428","edersee,kassel",1,37355
"rüsselsheim,65428","hohen wieschendorf,nordwestmecklenburg",1,128837
"rüsselsheim,65428","merzalben,südwestpfalz",1,25909
"saalfeld,7318","neppermin,ostvorpommern",1,109534
"saalfeld/saale,7318","herrenkrug,magdeburg",1,45384
"saarbrücken,66115","losheim am see,merzig-wadern",1,8041
"saarbrücken,66121","ostseebad damp,rendsburg-eckernförde",1,168164
"saarbrücken,66123","bad dürkheim,bad dürkheim",1,23075
"saarbrücken,66125","ockfen,trier-saarburg",1,13248
"sachsen - delitzsch,4509","selbig,freiburg",1,129231
"sachsen-anhalt - braunsbedra,6242","scheuern,karlsruhe",1,100915
"sachsenheim,74343","altstadt,freiburg",1,37735
"sachsenheim,74343","rodt,karlsruhe",1,20620
"salach,73084","feldafing,upper bavaria",1,37567
"salem,88682","greifswald,ostvorpommern",1,202507
"salzatal,6198","frauenwald,ilm-kreis",1,32518
"salzgitter,38239","bastorf,rostock",1,61855
"salzgitter,38258","sahlenburg,cuxhaven",1,60242
"salzgitter,38259","bichl,upper bavaria",1,130524
"salzgitter,38259","holm,plön",1,70032
"salzkotten,33154","thiessow,rügen",1,119772
"salzkotten,33154","wendtorfer strand,plön",1,86814
"sangerhausen,6526","milbertshofen-am hart,upper bavaria",1,97777
"sangerhausen,6526","prerow,nordvorpommern",1,90306
"sankt augustin,53757","grimersum,aurich",1,80729
"sankt augustin,53757","prora,rügen",1,158536
"sarbish,stuttgart","sondernheim,germersheim",1,2318004
"sarstedt,31157","alt travemünde - rönnau,lübeck",1,54561
"sarstedt,31157","klanxbüll,nordfriesland",1,80749
"sassenberg,48336","groß zicker,rügen",1,120950
"sassenburg,38524","surendorf,rendsburg-eckernförde",1,58197
"satteldorf,74589","oberbirken,freiburg",1,54745
"sauerlach,82054","zandt,upper palatinate",1,41472
"schacht audorf,24790","priwall peninsula,lübeck",1,22974
"schauenburg,34270","kopendorf,ostholstein",1,99686
"scheden,37127","arle,aurich",1,76482
"schenefeld,22869","priwall peninsula,lübeck",1,21123
"schenefeld,22869","sassnitz,rügen",1,71681
"schenefeld,22869","westerland,nordfriesland",1,46979
"schieder schwalenberg,32816","burhave,wesermarsch",1,51675
"schiffdorf,27619","retzow,uckermark",1,80880
"schifferstadt,67105","esthal,bad dürkheim",1,7607
"schifferstadt,67105","neßmersiel,aurich",1,128906
"schirgiswalde-kirschau,2681","wyk auf föhr,nordfriesland",1,149740
"schkeuditz,4435","geierswalde,dresden government region",1,34984
"schlangenbad,65388","frankengut,upper franconia",1,67171
"schlangenbad,65388","nienhagen,rostock",1,139728
"schleswig,24837","birkenfeld,birkenfeld",1,151161
"schleswig-holstein - rickling,24635","neustadt,ostholstein",1,11662
"schlitz,36110","hinterzarten,freiburg",1,87244
"schloss holte stukenbrock,33758","burhave,wesermarsch",1,50602
"schloß holte,33758","westerdeich,nordfriesland",1,70569
"schlöben,7646","prora,rügen",1,110638
"schlüchtern,36381","kappeln,schleswig-flensburg",1,128161
"schlüchtern,36381","priwall peninsula,lübeck",1,109601
"schmelz,66839","bokel,gifhorn",1,121551
"schneeberg,8289","eußenheim,lower franconia",1,56649
"schongau,86956","trainmeusel,upper franconia",1,59209
"schonungen,97453","bischberg,upper franconia",1,10781
"schonungen,97453","norddeich,aurich",1,120680
"schorndorf,73614","lichtenau,karlsruhe",1,29890
"schortens,26419","neuruppin,ostprignitz-ruppin",1,87916
"schortens,26419","scharbeutz,ostholstein",1,50899
"schrecksbach,34647","wenningstedt-braderup,nordfriesland",1,122830
"schuby,24850","bremm,cochem-zell",1,138025
"schwabach,91126","schwarbe,rügen",1,164238
"schwaförden,27252","blankenburg,harz",1,47746
"schwaig,90571","zachenberg,lower bavaria",1,38002
"schwaig bei nürnberg,90571","bad peterstal-griesbach,freiburg",1,66169
"schwaigern,74193","eckernförde,rendsburg-eckernförde",1,158850
"schwalmtal,41366","dangast,friesland",1,74466
"schwanstetten,90480","meersburg,tübingen",1,63356
"schwarzach,97359","friesenried,swabia",1,57683
"schwarzenbach a.wald,95131","ruhpolding,upper bavaria",1,77564
"schwedeneck,24229","alkersum,nordfriesland",1,27827
"schwedt,16303","seebad heringsdorf,ostvorpommern",1,26405
"schweppenhausen,55444","lünebach,bitburg-prüm",1,28411
"schwerin,19055","seebad heringsdorf,ostvorpommern",1,48524
"schwerin,19057","priwall peninsula,lübeck",1,12171
"schwerin,19057","wernigerode,harz",1,54755
"schwerin,19061","göhren,rügen",1,46624
"schwerte,58239","heiligenhafen,ostholstein",1,106568
"schwerte,58239","kating,nordfriesland",1,88711
"schwerte,58239","oeventrop,arnsberg",1,10595
"schwerte,58239","schönhagen,rendsburg-eckernförde",1,104817
"schwetzingen,68723","sasbach am kaiserstuhl,freiburg",1,41496
"schwielowsee,14548","groß schwansee,nordwestmecklenburg",1,60433
"schöffengrund,35641","borghorst,münster",1,52270
"schömberg,75328","baabe,rügen",1,190002
"schönebeck,39218","melzingen,altes amt ebstorf",1,37807
"schönefeld,12529","berchtesgaden,upper bavaria",1,141082
"schönefeld,12529","zerpenschleuse,barnim",1,14739
"schöneiche,15566","altefähr,rügen",1,56173
"schönstedt,99947","waren,müritz",1,80762
"schönstedt,99947","wieck a. darß,nordvorpommern",1,104050
"schönwald,78141","rietheim,freiburg",1,11659
"schönwalde-glien,14621","ahlbeck,ostvorpommern",1,43672
"schöppenstedt,38170","dierhagen strand,nordvorpommern",1,69504
"schöppenstedt,38170","rerik,rostock",1,60129
"schöppingen,48624","olpenitzdorf,schleswig-flensburg",1,90706
"schülldorf,24790","wilsche,gifhorn",1,54793
"seebad bansin,17429","sellin,rügen",1,14533
"seedorf,23883","ostseebad,rügen",1,54210
"seegebiet mansfelder land,6317","ahlbeck,ostvorpommern",1,86453
"seeland ot nachterstedt,6469","sellin,rügen",1,87270
"seeligstadt,1909","müritz,rostock",1,137580
"seelze,30926","sandbrink,diepholz",1,22496
"seelze,30926","schonach im schwarzwald,freiburg",1,129035
"seesen,38723","dagebüll,nordfriesland",1,88277
"seesen,38723","olpenitzdorf,schleswig-flensburg",1,82420
"seesen,38723","ortmühle,ostholstein",1,75084
"seevetal,21217","poel,nordwestmecklenburg",1,29913
"seevetal,21220","eckernförde,rendsburg-eckernförde",1,33044
"seevetal,21220","heiligenhafen,ostholstein",1,34068
"seevetal,21220","mittenwald,upper bavaria",1,177395
"seevetal,21220","priwall peninsula,lübeck",1,22737
"seevetal,21220","wyk auf föhr,nordfriesland",1,47147
"sehnde,31319","großenbrode,ostholstein",1,64052
"sehnde,31319","koserow,ostvorpommern",1,88310
"sehnde,31319","pelzerhaken,ostholstein",1,55045
"sehnde,31319","scharbeutz,ostholstein",1,52622
"sehnde,31319","zingst,nordvorpommern",1,79265
"selben,4509","zingst,nordvorpommern",1,87427
"selfkant-höngen,52538","kronenburg,cologne",1,22114
"seligenstadt,63500","brigach,freiburg",1,59691
"seligenstadt,63500","wyk auf föhr,nordfriesland",1,138429
"seligenstadt,63500","zellhausen,darmstadt",1,1038
"selm,59379","borkum,leer",1,58606
"selm- bork,59379","lehe,ammerland",1,50167
"selsingen,27446","vieregge,rügen",1,80172
"senden,48308","sandbrink,diepholz",1,25199
"senden,48308","winterberg,arnsberg",1,27485
"sibbesse,31079","vieregge,rügen",1,96211
"siegburg,53721","heiligenhafen,ostholstein",1,125878
"siegburg,53721","roes,cochem-zell",1,16556
"siegburg,53721","schillig,friesland",1,87409
"siegen,57072","osterby,rendsburg-eckernförde",1,110790
"siestedt,39356","schönhagen,rendsburg-eckernförde",1,71270
"simmern,55469","großenbrode,ostholstein",1,145456
"sindelfingen,71063","schillig,friesland",1,149240
"sinsheim,74889","frankengut,upper franconia",1,55620
"sinsheim,74889","waldbrunn,karlsruhe",1,7435
"soderstorf/ ot rolfsen,21388","börgerende,rostock",1,42479
"soest,59494","föhrental,freiburg",1,104668
"sogel,49751","neukirchen,kassel",1,67459
"sohland a.r.,2894","zirchow,ostvorpommern",1,83144
"solingen,42651","veldenz,bernkastel-wittlich",1,38072
"solingen,42655","burhave,wesermarsch",1,75389
"solingen,42697","suderburg,uelzen",1,81982
"solingen,42719","neßmersiel,aurich",1,74051
"sondershausen,99706","montabaur,westerwaldkreis",1,63416
"sondershausen,99706","zirchow,ostvorpommern",1,95217
"sonstiges baugewerbe,98646","knittelsheim,germersheim",1,1476313
"sonthofen,87527","karlshagen,ostvorpommern",1,206930
"sossenheim,65936","priwall peninsula,lübeck",1,121227
"sottrum,27367","zingst,nordvorpommern",1,72439
"spangenberg,34286","alt travemünde - rönnau,lübeck",1,87164
"spenge,32139","mömlingen,lower franconia",1,68674
"speyer,67346","wilhelmshaven,wilhelmshaven",1,125050
"springe,31832","kappeln,schleswig-flensburg",1,73125
"springe,31832","norddeich,aurich",1,60643
"springe,31832","waren,müritz",1,67530
"st augustin,53757","niedersfeld,arnsberg",1,28949
"st. ingbert,66386","kappeln,schleswig-flensburg",1,167785
"st. leon-rot,68789","waldkatzenbach,karlsruhe",1,10391
"st.ingbert,66836","sachsenhausen,darmstadt",1,38887
"stade,21680","heligoland,pinneberg",1,32749
"stade,21682","rankwitz,ostvorpommern",1,79084
"stade,21682","sandbrink,diepholz",1,37851
"stadtallendorf,35260","frielendorf,kassel",1,6914
"stadthagen,31655","grömitz,ostholstein",1,62755
"stadtilm,99326","rerik,rostock",1,99989
"stadtoldendorf,37627","kappeln,schleswig-flensburg",1,82650
"stapelburg,38871","tossens,wesermarsch",1,65786
"staufenberg,34355","reinerzau,karlsruhe",1,92207
"stavern,49777","dangast,friesland",1,22728
"steffenberg,35239","dierhagen strand,nordvorpommern",1,123960
"stegaurach,96135","stralsund,nordvorpommern",1,138566
"stegaurach,96135","söcking,upper bavaria",1,55839
"stein,83371","kaiserslautern,kaiserslautern",1,1481756
"steinfurt,48565","kühlungsborn,rostock",1,97534
"steinfurt,48565","sankt peter-ording,nordfriesland",1,67777
"steinhagen,33803","kappeln,schleswig-flensburg",1,83883
"steinhagen,33803","scharbeutz,ostholstein",1,73757
"steinhagne,33803","dornumersiel,aurich",1,52760
"steißlingen,78256","großwaabs,rendsburg-eckernförde",1,201434
"stelle,21435","oberstdorf,swabia",1,177512
"stemwede,32351","neuringe,emsland",1,26757
"stendal,39576","kellenhusen,ostholstein",1,50159
"stendal,39576","stiege,harz",1,31535
"stipsdorf,23795","pelzerhaken,ostholstein",1,10023
"stockelsdorf,23617","alt travemünde - rönnau,lübeck",1,4590
"stockelsdorf,23617","todendorf,ostholstein",1,19157
"stockstadt am rhein,64589","dagebüll,nordfriesland",1,146281
"stolpe,24601","haffkrug,ostholstein",1,9534
"storkow,15859","großwürden,wesermarsch",1,108704
"storkow,15859","wilhelmsthal,upper franconia",1,74364
"stralsund,18439","binz,rügen",1,9338
"stralsund,18439","schierke,harz",1,87012
"stralsund,18439","stralsund,nordvorpommern",1,354
"strausberg,15344","priwall peninsula,lübeck",1,67773
"stuhr,28816","boltenhagen,nordwestmecklenburg",1,52743
"stuhr,28816","deggenhausertal,tübingen",1,155683
"stuhr,28816","jordanshöhe,goslar",1,50275
"stuhr,28816","priwall peninsula,lübeck",1,47323
"stuttgart,6553","rerik,rostock",1,164581
"stuttgart,70178","bad wurzach,tübingen",1,29327
"stuttgart,70180","unterkirnach,freiburg",1,25871
"stuttgart,70184","friedrichshafen,tübingen",1,33154
"stuttgart,70184","mundelfingen,freiburg",1,30266
"stuttgart,70192","oberperlasberg,lower bavaria",1,74450
"stuttgart,70378","sankt peter-ording,nordfriesland",1,162972
"stuttgart,70469","insel,swabia",1,39028
"stuttgart,70563","berchtesgaden,upper bavaria",1,83853
"stuttgart,70563","breitbrunn am chiemsee,upper bavaria",1,69755
"stuttgart,70569","neutrauchburg,tübingen",1,36083
"stuttgart,70597","unter-mossau,darmstadt",1,27804
"stuttgart,d-70567","groß charlottengroden,wittmund",1,149214
"stuttgart untertürkheim,70327","westerland,nordfriesland",1,182974
"suhl,98528","untergöhren,mecklenburgische seenplatte",1,90578
"suhl,98529","börgerende,rostock",1,107296
"sukow,19079","juliusruh,rügen",1,44870
"sulingen,27232","schwalenberg,detmold",1,23544
"sulzbach saar,66280","kappeln,schleswig-flensburg",1,167472
"sulzburg,79295","häusern,freiburg",1,9630
"sundern,59846","warnemünde,rostock",1,112533
"sundhagen,18519","gammendorf,ostholstein",1,36493
"swisttal,53913","sandbrink,diepholz",1,60325
"swisttal,53913","westerland,nordfriesland",1,127679
"sömmerda,99610","gager,rügen",1,104112
"südergellersen,21394","priwall peninsula,lübeck",1,24207
